place,detector,method,status,cosine,flux_ratio,dose_ratio_ISO,dose_ratio_ROT,dose_ratio_AP,dose_ref_ISO,dose_unfolded_ISO
t4-10-s.txt_2,GSF,landweber,OK,0.8802216523595824,0.9493183203614874,1.0902953492754202,1.0788636359281327,1.0531784486829152,75.78584324979836,82.62895243617115
t4-10-s.txt_2,GSF,mlem,OK,0.3052221060832165,0.349341835892769,0.5753220051644728,0.5819460974103168,0.6109875035730454,75.78584324979836,43.601263301554425
t4-10-s.txt_2,GSF,kaczmarz,OK,0.88817198733373,0.9309541742849359,1.0307287822795113,1.0278132229863985,1.0221635633565023,75.78584324979836,78.11464992689058
t4-10-s.txt_2,GSF,cvxpy,OK,0.9445954765864966,0.9357780049692398,0.9991712503707678,0.9990280424579372,0.9980282521244828,75.78584324979836,75.72303576030404
t4-10-s.txt_2,GSF,qpsolvers,OK,0.8834440656641991,0.9443996014945133,1.0725365700971143,1.0629258992262638,1.040563368857528,75.78584324979836,81.28308838105627
t4-10-s.txt_2,GSF,statreg,OK,0.8376934654267496,1.1445776646556336,1.0902790444760286,1.0827889312821302,1.0632365506555357,75.78584324979836,82.62771676320024
t4-10-s.txt_2,GSF,tsvd,OK,0.8874360824463647,0.9455213957014538,1.042719414329355,1.0380118750064966,1.0266835335682918,75.78584324979836,79.02337008788605
t4-10-s.txt_2,GSF,bayes,OK,0.4235152716512856,1.7236699096489247,2.4224317296916316,2.1763940903008048,1.7457664256997858,75.78584324979836,183.5860313497479
t4-10-s.txt_2,PTB,landweber,OK,0.8854818647910865,1.0042624417812405,1.062361149973933,1.055048344040367,1.0375385477305692,75.78584324979836,80.51193558660002
t4-10-s.txt_2,PTB,mlem,OK,0.31591643734206,6.724666253212901,7.715903788406114,7.862117948014441,8.522662454826133,75.78584324979836,584.7562750386711
t4-10-s.txt_2,PTB,kaczmarz,OK,0.8892349982377239,1.0019681808006504,1.038089541383695,1.0343467156560493,1.0277812019325663,75.78584324979836,78.67249126255979
t4-10-s.txt_2,PTB,cvxpy,OK,0.9192414497945729,0.9988766921224816,1.00840263320508,1.0069421672581063,1.0036581370549722,75.78584324979836,76.4226438927641
t4-10-s.txt_2,PTB,qpsolvers,OK,0.9009485592332456,0.9991757885020803,1.02972534342841,1.0260447024348291,1.018276922784903,75.78584324979836,78.03860346741025
t4-10-s.txt_2,PTB,statreg,OK,0.897860168905801,1.001120208299619,1.0181701309515168,1.0160461440220232,1.0119898520828114,75.78584324979836,77.16288194591831
t4-10-s.txt_2,PTB,tsvd,OK,0.8834001393549054,1.0055934715645727,1.0619996947181862,1.0545725710818323,1.0370204603232274,75.78584324979836,80.48454239524618
t4-10-s.txt_2,PTB,bayes,OK,0.4273224569592536,1.9071504784811768,6.021498477830471,5.125947379216787,3.5755848259388907,75.78584324979836,456.34433976975953
t4-10-s.txt_2,LANL,landweber,OK,0.826495629027184,0.8352466507448487,1.007232908463152,1.0065015525848235,1.005654129325414,75.78584324979836,76.33399531682693
t4-10-s.txt_2,LANL,mlem,OK,0.21986069373542216,5.128459060471239,8.616912556187707,8.756669858037661,9.347150602453011,75.78584324979836,653.0399842804609
t4-10-s.txt_2,LANL,kaczmarz,OK,0.8280023406492016,0.8345790631433521,0.9982512436330936,0.9978373713134755,0.9976004852911574,75.78584324979836,75.6533122738939
t4-10-s.txt_2,LANL,cvxpy,OK,0.8765762057249851,0.8578058660633182,0.9951307642776903,0.9952742195065593,0.9963218739624484,75.78584324979836,75.41682411460108
t4-10-s.txt_2,LANL,qpsolvers,OK,0.87627125380732,0.885635979633432,0.9989141746496991,0.9988458949509083,0.9985086116883164,75.78584324979836,75.7035530600038
t4-10-s.txt_2,LANL,statreg,OK,0.7482533988390779,0.8444228231485856,1.161923366872434,1.149225836872283,1.1211219237420356,75.78584324979836,88.05734215007224
t4-10-s.txt_2,LANL,tsvd,OK,0.8171230550730462,0.8438880499971203,1.0711930288750675,1.0638922070372938,1.0499449674710128,75.78584324979836,81.1812669766026
t4-10-s.txt_2,LANL,bayes,OK,0.8038205394893885,1.1018388881202639,1.036534848449699,1.0292719315886898,1.0157816025263333,75.78584324979836,78.55466754756239
t4-10-s.txt_3,GSF,landweber,OK,0.8703596305409221,0.9296270948399453,1.0923395972949481,1.0801781410489428,1.052406178473747,61.581570667439365,67.26798810366111
